Year,From,To,Score
1999,Norway,United Kingdom,0
1999,Norway,Slovenia,0
1999,Norway,Turkey,4
1999,Norway,Denmark,0
1999,Norway,France,8
1999,Norway,Netherlands,0
1999,Norway,Poland,0
1999,Norway,Iceland,10
1999,Norway,Cyprus,0
1999,Norway,Sweden,12
1999,Norway,Portugal,0
1999,Norway,Ireland,1
1999,Norway,Austria,6
1999,Norway,Israel,2
1999,Norway,Malta,0
1999,Norway,Germany,3
1999,Norway,Bosnia-Herzegovina,7
1999,Norway,Estonia,5
1999,Poland,Lithuania,0
1999,Poland,Belgium,2
1999,Poland,Spain,0
1999,Poland,Croatia,7
1999,Poland,United Kingdom,0
1999,Poland,Slovenia,0
1999,Poland,Turkey,0
1999,Poland,Norway,0
1999,Poland,Denmark,1
1999,Poland,France,0
1999,Poland,Netherlands,0
1999,Poland,Iceland,4
1999,Poland,Cyprus,0
1999,Poland,Sweden,6
1999,Poland,Portugal,0
1999,Poland,Ireland,0
1999,Poland,Austria,3
1999,Poland,Israel,10
1999,Poland,Malta,0
1999,Poland,Germany,12
1999,Poland,Bosnia-Herzegovina,5
1999,Poland,Estonia,8
1999,Portugal,Lithuania,0
1999,Portugal,Belgium,0
1999,Portugal,Spain,0
1999,Portugal,Croatia,6
1999,Portugal,United Kingdom,0
1999,Portugal,Slovenia,0
1999,Portugal,Turkey,0
1999,Portugal,Norway,0
1999,Portugal,Denmark,3
1999,Portugal,France,0
1999,Portugal,Netherlands,2
1999,Portugal,Poland,0
1999,Portugal,Iceland,4
1999,Portugal,Cyprus,0
1999,Portugal,Sweden,10
1999,Portugal,Ireland,0
1999,Portugal,Austria,5
1999,Portugal,Israel,8
1999,Portugal,Malta,1
1999,Portugal,Germany,12
1999,Portugal,Bosnia-Herzegovina,0
1999,Portugal,Estonia,7
1999,Slovenia,Lithuania,0
1999,Slovenia,Belgium,0
1999,Slovenia,Spain,0
1999,Slovenia,Croatia,12
1999,Slovenia,United Kingdom,2
1999,Slovenia,Turkey,0
1999,Slovenia,Norway,0
1999,Slovenia,Denmark,5
1999,Slovenia,France,0
1999,Slovenia,Netherlands,3
1999,Slovenia,Poland,0
1999,Slovenia,Iceland,0
1999,Slovenia,Cyprus,0
1999,Slovenia,Sweden,7
1999,Slovenia,Portugal,0
1999,Slovenia,Ireland,0
1999,Slovenia,Austria,4
1999,Slovenia,Israel,1
1999,Slovenia,Malta,0
1999,Slovenia,Germany,6
1999,Slovenia,Bosnia-Herzegovina,10
1999,Slovenia,Estonia,8
1999,Spain,Lithuania,0
1999,Spain,Belgium,0
1999,Spain,Croatia,12
1999,Spain,United Kingdom,4
1999,Spain,Slovenia,2
1999,Spain,Turkey,0
1999,Spain,Norway,0
1999,Spain,Denmark,5
1999,Spain,France,0
1999,Spain,Netherlands,3
1999,Spain,Poland,0
1999,Spain,Iceland,10
1999,Spain,Cyprus,0
1999,Spain,Sweden,6
1999,Spain,Portugal,0
1999,Spain,Ireland,0
1999,Spain,Austria,0
1999,Spain,Israel,8
1999,Spain,Malta,0
1999,Spain,Germany,7
1999,Spain,Bosnia-Herzegovina,0
1999,Spain,Estonia,1
1999,Sweden,Lithuania,0
1999,Sweden,Belgium,0
1999,Sweden,Spain,0
1999,Sweden,Croatia,1
1999,Sweden,United Kingdom,0
1999,Sweden,Slovenia,0
1999,Sweden,Turkey,0
1999,Sweden,Norway,5
1999,Sweden,Denmark,8
1999,Sweden,France,0
1999,Sweden,Netherlands,4
1999,Sweden,Poland,0
1999,Sweden,Iceland,12
1999,Sweden,Cyprus,0
1999,Sweden,Portugal,0
1999,Sweden,Ireland,0
1999,Sweden,Austria,7
1999,Sweden,Israel,3
1999,Sweden,Malta,0
1999,Sweden,Germany,2
1999,Sweden,Bosnia-Herzegovina,6
1999,Sweden,Estonia,10
1999,Turkey,Lithuania,0
1999,Turkey,Belgium,0
1999,Turkey,Spain,0
1999,Turkey,Croatia,8
1999,Turkey,United Kingdom,4
1999,Turkey,Slovenia,0
1999,Turkey,Norway,0
1999,Turkey,Denmark,0
1999,Turkey,France,2
1999,Turkey,Netherlands,5
1999,Turkey,Poland,0
1999,Turkey,Iceland,10
1999,Turkey,Cyprus,0
1999,Turkey,Sweden,6
1999,Turkey,Portugal,0
1999,Turkey,Ireland,1
1999,Turkey,Austria,0
1999,Turkey,Israel,3
1999,Turkey,Malta,0
1999,Turkey,Germany,12
1999,Turkey,Bosnia-Herzegovina,7
1999,Turkey,Estonia,0
1999,United Kingdom,Lithuania,0
1999,United Kingdom,Belgium,0
1999,United Kingdom,Spain,0
1999,United Kingdom,Croatia,0
1999,United Kingdom,Slovenia,0
1999,United Kingdom,Turkey,0
1999,United Kingdom,Norway,0
1999,United Kingdom,Denmark,5
1999,United Kingdom,France,0
1999,United Kingdom,Netherlands,8
1999,United Kingdom,Poland,0
1999,United Kingdom,Iceland,10
1999,United Kingdom,Cyprus,2
1999,United Kingdom,Sweden,12
1999,United Kingdom,Portugal,0
1999,United Kingdom,Ireland,4
1999,United Kingdom,Austria,7
1999,United Kingdom,Israel,0
1999,United Kingdom,Malta,6
1999,United Kingdom,Germany,1
1999,United Kingdom,Bosnia-Herzegovina,0
1999,United Kingdom,Estonia,3
2000,Austria,Israel,0
2000,Austria,Netherlands,0
2000,Austria,United Kingdom,0
2000,Austria,Estonia,3
2000,Austria,France,0
2000,Austria,Romania,0
2000,Austria,Malta,2
2000,Austria,Norway,0
2000,Austria,Russia,7
2000,Austria,Belgium,0
2000,Austria,Cyprus,0
2000,Austria,Iceland,0
2000,Austria,Spain,0
2000,Austria,Denmark,10
2000,Austria,Germany,12
2000,Austria,Switzerland,1
2000,Austria,Croatia,6
2000,Austria,Sweden,0
2000,Austria,Macedonia,0
2000,Austria,Finland,0
2000,Austria,Latvia,8
2000,Austria,Turkey,5
2000,Austria,Ireland,4
2000,Belgium,Israel,0
2000,Belgium,Netherlands,8
2000,Belgium,United Kingdom,0
2000,Belgium,Estonia,2
2000,Belgium,France,0
2000,Belgium,Romania,0
2000,Belgium,Malta,1
2000,Belgium,Norway,0
2000,Belgium,Russia,7
2000,Belgium,Cyprus,0
2000,Belgium,Iceland,0
2000,Belgium,Spain,0
2000,Belgium,Denmark,10
2000,Belgium,Germany,6
2000,Belgium,Switzerland,0
2000,Belgium,Croatia,0
2000,Belgium,Sweden,5
2000,Belgium,Macedonia,0
2000,Belgium,Finland,0
2000,Belgium,Latvia,12
2000,Belgium,Turkey,3
2000,Belgium,Ireland,4
2000,Belgium,Austria,0
2000,Croatia,Israel,0
2000,Croatia,Netherlands,2
2000,Croatia,United Kingdom,4
2000,Croatia,Estonia,6
2000,Croatia,France,0
2000,Croatia,Romania,7
2000,Croatia,Malta,8
2000,Croatia,Norway,0
2000,Croatia,Russia,12
2000,Croatia,Belgium,0
2000,Croatia,Cyprus,3
2000,Croatia,Iceland,0
2000,Croatia,Spain,0
2000,Croatia,Denmark,0
2000,Croatia,Germany,1
2000,Croatia,Switzerland,0
2000,Croatia,Sweden,0
2000,Croatia,Macedonia,10
2000,Croatia,Finland,0
2000,Croatia,Latvia,0
2000,Croatia,Turkey,0
2000,Croatia,Ireland,5
2000,Croatia,Austria,0
2000,Cyprus,Israel,0
2000,Cyprus,Netherlands,5
2000,Cyprus,United Kingdom,3
2000,Cyprus,Estonia,6
2000,Cyprus,France,0
2000,Cyprus,Romania,0
2000,Cyprus,Malta,8
2000,Cyprus,Norway,0
2000,Cyprus,Russia,12
2000,Cyprus,Belgium,0
2000,Cyprus,Iceland,0
2000,Cyprus,Spain,10
2000,Cyprus,Denmark,4
2000,Cyprus,Germany,0
2000,Cyprus,Switzerland,0
2000,Cyprus,Croatia,0
2000,Cyprus,Sweden,0
2000,Cyprus,Macedonia,2
2000,Cyprus,Finland,0
2000,Cyprus,Latvia,1
2000,Cyprus,Turkey,0
2000,Cyprus,Ireland,7
2000,Cyprus,Austria,0
2000,Denmark,Israel,0
2000,Denmark,Netherlands,0
2000,Denmark,United Kingdom,0
2000,Denmark,Estonia,4
2000,Denmark,France,0
2000,Denmark,Romania,0
2000,Denmark,Malta,3
2000,Denmark,Norway,7
2000,Denmark,Russia,6
2000,Denmark,Belgium,0
2000,Denmark,Cyprus,0
2000,Denmark,Iceland,12
2000,Denmark,Spain,0
2000,Denmark,Germany,2
2000,Denmark,Switzerland,0
2000,Denmark,Croatia,0
2000,Denmark,Sweden,10
2000,Denmark,Macedonia,0
2000,Denmark,Finland,0
2000,Denmark,Latvia,8
2000,Denmark,Turkey,1
2000,Denmark,Ireland,5
2000,Denmark,Austria,0
2000,Estonia,Israel,0
2000,Estonia,Netherlands,0
2000,Estonia,United Kingdom,2
2000,Estonia,France,0
2000,Estonia,Romania,0
2000,Estonia,Malta,1
2000,Estonia,Norway,3
2000,Estonia,Russia,10
2000,Estonia,Belgium,0
2000,Estonia,Cyprus,0
2000,Estonia,Iceland,6
2000,Estonia,Spain,0
2000,Estonia,Denmark,8
2000,Estonia,Germany,0
2000,Estonia,Switzerland,0
2000,Estonia,Croatia,0
2000,Estonia,Sweden,5
2000,Estonia,Macedonia,0
2000,Estonia,Finland,7
2000,Estonia,Latvia,12
2000,Estonia,Turkey,0
2000,Estonia,Ireland,4
2000,Estonia,Austria,0
2000,Finland,Israel,0
2000,Finland,Netherlands,0
2000,Finland,United Kingdom,0
2000,Finland,Estonia,8
2000,Finland,France,0
2000,Finland,Romania,0
2000,Finland,Malta,0
2000,Finland,Norway,0
2000,Finland,Russia,5
2000,Finland,Belgium,0
2000,Finland,Cyprus,0
2000,Finland,Iceland,0
2000,Finland,Spain,0
2000,Finland,Denmark,10
2000,Finland,Germany,2
2000,Finland,Switzerland,0
2000,Finland,Croatia,6
2000,Finland,Sweden,7
2000,Finland,Macedonia,0
2000,Finland,Latvia,12
2000,Finland,Turkey,4
2000,Finland,Ireland,1
2000,Finland,Austria,3
2000,France,Israel,6
2000,France,Netherlands,2
2000,France,United Kingdom,0
2000,France,Estonia,0
2000,France,Romania,0
2000,France,Malta,0
2000,France,Norway,0
2000,France,Russia,5
2000,France,Belgium,0
2000,France,Cyprus,0
2000,France,Iceland,0
2000,France,Spain,0
2000,France,Denmark,7
2000,France,Germany,10
2000,France,Switzerland,0
2000,France,Croatia,8
2000,France,Sweden,1
2000,France,Macedonia,0
2000,France,Finland,0
2000,France,Latvia,3
2000,France,Turkey,12
2000,France,Ireland,4
2000,France,Austria,0
2000,Germany,Israel,0
2000,Germany,Netherlands,1
2000,Germany,United Kingdom,0
2000,Germany,Estonia,5
2000,Germany,France,0
2000,Germany,Romania,0
2000,Germany,Malta,3
2000,Germany,Norway,0
2000,Germany,Russia,4
2000,Germany,Belgium,0
2000,Germany,Cyprus,0
2000,Germany,Iceland,0
2000,Germany,Spain,0
2000,Germany,Denmark,12
2000,Germany,Switzerland,0
2000,Germany,Croatia,6
2000,Germany,Sweden,8
2000,Germany,Macedonia,0
2000,Germany,Finland,0
2000,Germany,Latvia,7
2000,Germany,Turkey,10
2000,Germany,Ireland,0
2000,Germany,Austria,2
2000,Iceland,Israel,0
2000,Iceland,Netherlands,1
2000,Iceland,United Kingdom,0
2000,Iceland,Estonia,5
2000,Iceland,France,0
2000,Iceland,Romania,0
2000,Iceland,Malta,0
2000,Iceland,Norway,7
2000,Iceland,Russia,8
2000,Iceland,Belgium,0
2000,Iceland,Cyprus,0
2000,Iceland,Spain,0
2000,Iceland,Denmark,12
2000,Iceland,Germany,6
2000,Iceland,Switzerland,0
2000,Iceland,Croatia,0
2000,Iceland,Sweden,4
2000,Iceland,Macedonia,0
2000,Iceland,Finland,0
2000,Iceland,Latvia,10
2000,Iceland,Turkey,0
2000,Iceland,Ireland,2
2000,Iceland,Austria,3
2000,Ireland,Israel,0
2000,Ireland,Netherlands,1
2000,Ireland,United Kingdom,0
2000,Ireland,Estonia,7
2000,Ireland,France,0
2000,Ireland,Romania,0
2000,Ireland,Malta,3
2000,Ireland,Norway,4
2000,Ireland,Russia,10
2000,Ireland,Belgium,0
2000,Ireland,Cyprus,0
2000,Ireland,Iceland,0
2000,Ireland,Spain,0
2000,Ireland,Denmark,12
2000,Ireland,Germany,5
2000,Ireland,Switzerland,0
2000,Ireland,Croatia,0
2000,Ireland,Sweden,6
2000,Ireland,Macedonia,0
2000,Ireland,Finland,0
2000,Ireland,Latvia,8
2000,Ireland,Turkey,0
2000,Ireland,Austria,2
2000,Israel,Netherlands,8
2000,Israel,United Kingdom,1
2000,Israel,Estonia,6
2000,Israel,France,0
2000,Israel,Romania,0
2000,Israel,Malta,3
2000,Israel,Norway,7
2000,Israel,Russia,10
2000,Israel,Belgium,0
2000,Israel,Cyprus,0
2000,Israel,Iceland,5
2000,Israel,Spain,0
2000,Israel,Denmark,12
2000,Israel,Germany,0
2000,Israel,Switzerland,0
2000,Israel,Croatia,0
2000,Israel,Sweden,0
2000,Israel,Macedonia,0
2000,Israel,Finland,0
2000,Israel,Latvia,4
2000,Israel,Turkey,0
2000,Israel,Ireland,2
2000,Israel,Austria,0
2000,Latvia,Israel,0
2000,Latvia,Netherlands,0
2000,Latvia,United Kingdom,3
2000,Latvia,Estonia,10
2000,Latvia,France,0
2000,Latvia,Romania,0
2000,Latvia,Malta,4
2000,Latvia,Norway,6
2000,Latvia,Russia,0
2000,Latvia,Belgium,0
2000,Latvia,Cyprus,0
2000,Latvia,Iceland,7
2000,Latvia,Spain,0
2000,Latvia,Denmark,12
2000,Latvia,Germany,8
2000,Latvia,Switzerland,2
2000,Latvia,Croatia,0
2000,Latvia,Sweden,0
2000,Latvia,Macedonia,0
2000,Latvia,Finland,0
2000,Latvia,Turkey,0
2000,Latvia,Ireland,1
2000,Latvia,Austria,5
2000,Macedonia,Israel,1
2000,Macedonia,Netherlands,0
2000,Macedonia,United Kingdom,0
2000,Macedonia,Estonia,0
2000,Macedonia,France,0
2000,Macedonia,Romania,12
2000,Macedonia,Malta,8
2000,Macedonia,Norway,0
2000,Macedonia,Russia,7
2000,Macedonia,Belgium,2
2000,Macedonia,Cyprus,4
2000,Macedonia,Iceland,0
2000,Macedonia,Spain,0
2000,Macedonia,Denmark,0
2000,Macedonia,Germany,0
2000,Macedonia,Switzerland,0
2000,Macedonia,Croatia,10
2000,Macedonia,Sweden,6
2000,Macedonia,Finland,0
2000,Macedonia,Latvia,3
2000,Macedonia,Turkey,5
2000,Macedonia,Ireland,0
2000,Macedonia,Austria,0
2000,Malta,Israel,0
2000,Malta,Netherlands,5
2000,Malta,United Kingdom,6
2000,Malta,Estonia,7
2000,Malta,France,0
2000,Malta,Romania,0
2000,Malta,Norway,3
2000,Malta,Russia,12
2000,Malta,Belgium,0
2000,Malta,Cyprus,1
2000,Malta,Iceland,0
2000,Malta,Spain,0
2000,Malta,Denmark,8
2000,Malta,Germany,0
2000,Malta,Switzerland,0
2000,Malta,Croatia,0
2000,Malta,Sweden,4
2000,Malta,Macedonia,0
2000,Malta,Finland,0
2000,Malta,Latvia,0
2000,Malta,Turkey,0
2000,Malta,Ireland,10
2000,Malta,Austria,2
2000,Netherlands,Israel,0
2000,Netherlands,United Kingdom,0
2000,Netherlands,Estonia,7
2000,Netherlands,France,2
2000,Netherlands,Romania,0
2000,Netherlands,Malta,1
2000,Netherlands,Norway,0
2000,Netherlands,Russia,0
2000,Netherlands,Belgium,0
2000,Netherlands,Cyprus,0
2000,Netherlands,Iceland,0
2000,Netherlands,Spain,0
2000,Netherlands,Denmark,10
2000,Netherlands,Germany,8
2000,Netherlands,Switzerland,6
2000,Netherlands,Croatia,0
2000,Netherlands,Sweden,0
2000,Netherlands,Macedonia,0
2000,Netherlands,Finland,5
2000,Netherlands,Latvia,4
2000,Netherlands,Turkey,12
2000,Netherlands,Ireland,3
2000,Netherlands,Austria,0
2000,Norway,Israel,0
2000,Norway,Netherlands,0
2000,Norway,United Kingdom,0
2000,Norway,Estonia,4
2000,Norway,France,0
2000,Norway,Romania,0
2000,Norway,Malta,2
2000,Norway,Russia,8
2000,Norway,Belgium,0
2000,Norway,Cyprus,0
2000,Norway,Iceland,7
2000,Norway,Spain,0
2000,Norway,Denmark,10
2000,Norway,Germany,3
2000,Norway,Switzerland,0
2000,Norway,Croatia,0
2000,Norway,Sweden,5
2000,Norway,Macedonia,0
2000,Norway,Finland,0
2000,Norway,Latvia,12
2000,Norway,Turkey,1
2000,Norway,Ireland,6
2000,Norway,Austria,0
2000,Romania,Israel,0
2000,Romania,Netherlands,0
2000,Romania,United Kingdom,3
2000,Romania,Estonia,6
2000,Romania,France,0
2000,Romania,Malta,7
2000,Romania,Norway,0
2000,Romania,Russia,12
2000,Romania,Belgium,0
2000,Romania,Cyprus,0
2000,Romania,Iceland,0
2000,Romania,Spain,5
2000,Romania,Denmark,1
2000,Romania,Germany,0
2000,Romania,Switzerland,0
2000,Romania,Croatia,8
2000,Romania,Sweden,0
2000,Romania,Macedonia,10
2000,Romania,Finland,4
2000,Romania,Latvia,0
2000,Romania,Turkey,0
2000,Romania,Ireland,2
2000,Romania,Austria,0
2000,Russia,Israel,0
2000,Russia,Netherlands,0
2000,Russia,United Kingdom,0
2000,Russia,Estonia,0
2000,Russia,France,3
2000,Russia,Romania,6
2000,Russia,Malta,8
2000,Russia,Norway,0
2000,Russia,Belgium,0
2000,Russia,Cyprus,0
2000,Russia,Iceland,0
2000,Russia,Spain,2
2000,Russia,Denmark,12
2000,Russia,Germany,4
2000,Russia,Switzerland,5
2000,Russia,Croatia,10
2000,Russia,Sweden,0
2000,Russia,Macedonia,7
2000,Russia,Finland,0
2000,Russia,Latvia,1
2000,Russia,Turkey,0
2000,Russia,Ireland,0
2000,Russia,Austria,0
2000,Spain,Israel,0
2000,Spain,Netherlands,4
2000,Spain,United Kingdom,0
2000,Spain,Estonia,0
2000,Spain,France,0
2000,Spain,Romania,0
2000,Spain,Malta,1
2000,Spain,Norway,0
2000,Spain,Russia,5
2000,Spain,Belgium,0
2000,Spain,Cyprus,0
2000,Spain,Iceland,0
2000,Spain,Denmark,10
2000,Spain,Germany,12
2000,Spain,Switzerland,0
2000,Spain,Croatia,2
2000,Spain,Sweden,6
2000,Spain,Macedonia,0
2000,Spain,Finland,0
2000,Spain,Latvia,7
2000,Spain,Turkey,0
2000,Spain,Ireland,3
2000,Spain,Austria,8
2000,Sweden,Israel,0
2000,Sweden,Netherlands,0
2000,Sweden,United Kingdom,0
2000,Sweden,Estonia,6
2000,Sweden,France,0
2000,Sweden,Romania,0
2000,Sweden,Malta,3
2000,Sweden,Norway,7
2000,Sweden,Russia,5
2000,Sweden,Belgium,0
2000,Sweden,Cyprus,0
2000,Sweden,Iceland,8
2000,Sweden,Spain,0
2000,Sweden,Denmark,12
2000,Sweden,Germany,0
2000,Sweden,Switzerland,0
2000,Sweden,Croatia,0
2000,Sweden,Macedonia,0
2000,Sweden,Finland,2
2000,Sweden,Latvia,10
2000,Sweden,Turkey,1
2000,Sweden,Ireland,4
2000,Sweden,Austria,0
2000,Switzerland,Israel,0
2000,Switzerland,Netherlands,0
2000,Switzerland,United Kingdom,0
2000,Switzerland,Estonia,0
2000,Switzerland,France,0
2000,Switzerland,Romania,0
2000,Switzerland,Malta,0
2000,Switzerland,Norway,0
2000,Switzerland,Russia,2
2000,Switzerland,Belgium,0
2000,Switzerland,Cyprus,0
2000,Switzerland,Iceland,0
2000,Switzerland,Spain,1
2000,Switzerland,Denmark,10
2000,Switzerland,Germany,12
2000,Switzerland,Croatia,6
2000,Switzerland,Sweden,3
2000,Switzerland,Macedonia,0
2000,Switzerland,Finland,0
2000,Switzerland,Latvia,7
2000,Switzerland,Turkey,5
2000,Switzerland,Ireland,8
2000,Switzerland,Austria,4
2000,Turkey,Israel,0
2000,Turkey,Netherlands,3
2000,Turkey,United Kingdom,6
2000,Turkey,Estonia,2
2000,Turkey,France,0
2000,Turkey,Romania,0
2000,Turkey,Malta,5
2000,Turkey,Norway,10
2000,Turkey,Russia,0
2000,Turkey,Belgium,0
2000,Turkey,Cyprus,0
2000,Turkey,Iceland,0
2000,Turkey,Spain,0
2000,Turkey,Denmark,1
2000,Turkey,Germany,0
2000,Turkey,Switzerland,0
2000,Turkey,Croatia,8
2000,Turkey,Sweden,12
2000,Turkey,Macedonia,0
2000,Turkey,Finland,0
2000,Turkey,Latvia,0
2000,Turkey,Ireland,7
2000,Turkey,Austria,4
2000,United Kingdom,Israel,0
2000,United Kingdom,Netherlands,0
2000,United Kingdom,Estonia,4
2000,United Kingdom,France,0
2000,United Kingdom,Romania,0
2000,United Kingdom,Malta,2
2000,United Kingdom,Norway,3
2000,United Kingdom,Russia,8
2000,United Kingdom,Belgium,0
2000,United Kingdom,Cyprus,0
2000,United Kingdom,Iceland,0
2000,United Kingdom,Spain,0
2000,United Kingdom,Denmark,12
2000,United Kingdom,Germany,5
2000,United Kingdom,Switzerland,0
2000,United Kingdom,Croatia,0
2000,United Kingdom,Sweden,6
2000,United Kingdom,Macedonia,0
2000,United Kingdom,Finland,0
2000,United Kingdom,Latvia,7
2000,United Kingdom,Turkey,0
2000,United Kingdom,Ireland,10
2000,United Kingdom,Austria,1
2001,Bosnia-Herzegovina,Netherlands,0
2001,Bosnia-Herzegovina,Iceland,0
2001,Bosnia-Herzegovina,Norway,0
2001,Bosnia-Herzegovina,Israel,6
2001,Bosnia-Herzegovina,Russia,0
2001,Bosnia-Herzegovina,Sweden,3
2001,Bosnia-Herzegovina,Lithuania,2
2001,Bosnia-Herzegovina,Latvia,0
2001,Bosnia-Herzegovina,Croatia,7
2001,Bosnia-Herzegovina,Portugal,0
2001,Bosnia-Herzegovina,Ireland,0
2001,Bosnia-Herzegovina,Spain,5
2001,Bosnia-Herzegovina,France,12
2001,Bosnia-Herzegovina,Turkey,0
2001,Bosnia-Herzegovina,United Kingdom,0
2001,Bosnia-Herzegovina,Slovenia,10
2001,Bosnia-Herzegovina,Poland,0
2001,Bosnia-Herzegovina,Germany,0
2001,Bosnia-Herzegovina,Estonia,4
2001,Bosnia-Herzegovina,Malta,1
2001,Bosnia-Herzegovina,Greece,8
2001,Bosnia-Herzegovina,Denmark,0
2001,Croatia,Netherlands,0
2001,Croatia,Iceland,0
2001,Croatia,Bosnia-Herzegovina,10
2001,Croatia,Norway,0
2001,Croatia,Israel,0
2001,Croatia,Russia,0
2001,Croatia,Sweden,4
2001,Croatia,Lithuania,0
2001,Croatia,Latvia,0
2001,Croatia,Portugal,0
2001,Croatia,Ireland,0
2001,Croatia,Spain,0
2001,Croatia,France,6
2001,Croatia,Turkey,7
2001,Croatia,United Kingdom,3
2001,Croatia,Slovenia,8
2001,Croatia,Poland,0
2001,Croatia,Germany,1
2001,Croatia,Estonia,2
2001,Croatia,Malta,0
2001,Croatia,Greece,5
2001,Croatia,Denmark,12
2001,Denmark,Netherlands,0
2001,Denmark,Iceland,2
2001,Denmark,Bosnia-Herzegovina,7
2001,Denmark,Norway,0
2001,Denmark,Israel,0
2001,Denmark,Russia,0
2001,Denmark,Sweden,10
2001,Denmark,Lithuania,0
2001,Denmark,Latvia,0
2001,Denmark,Croatia,0
2001,Denmark,Portugal,0
2001,Denmark,Ireland,0
2001,Denmark,Spain,0
2001,Denmark,France,6
2001,Denmark,Turkey,3
2001,Denmark,United Kingdom,0
2001,Denmark,Slovenia,0
2001,Denmark,Poland,1
2001,Denmark,Germany,4
2001,Denmark,Estonia,8
2001,Denmark,Malta,12
2001,Denmark,Greece,5
2001,Estonia,Netherlands,0
2001,Estonia,Iceland,0
2001,Estonia,Bosnia-Herzegovina,0
2001,Estonia,Norway,0
2001,Estonia,Israel,0
2001,Estonia,Russia,4
2001,Estonia,Sweden,7
2001,Estonia,Lithuania,0
2001,Estonia,Latvia,8
2001,Estonia,Croatia,0
2001,Estonia,Portugal,0
2001,Estonia,Ireland,0
2001,Estonia,Spain,3
2001,Estonia,France,10
2001,Estonia,Turkey,0
2001,Estonia,United Kingdom,0
2001,Estonia,Slovenia,5
2001,Estonia,Poland,0
2001,Estonia,Germany,1
2001,Estonia,Malta,2
2001,Estonia,Greece,6
2001,Estonia,Denmark,12
2001,France,Netherlands,0
2001,France,Iceland,0
2001,France,Bosnia-Herzegovina,0
2001,France,Norway,0
2001,France,Israel,10
2001,France,Russia,0
2001,France,Sweden,2
2001,France,Lithuania,0
2001,France,Latvia,0
2001,France,Croatia,0
2001,France,Portugal,12
2001,France,Ireland,0
2001,France,Spain,5
2001,France,Turkey,7
2001,France,United Kingdom,0
2001,France,Slovenia,1
2001,France,Poland,0
2001,France,Germany,6
2001,France,Estonia,8
2001,France,Malta,0
2001,France,Greece,3
2001,France,Denmark,4
2001,Germany,Netherlands,0
2001,Germany,Iceland,0
2001,Germany,Bosnia-Herzegovina,0
2001,Germany,Norway,0
2001,Germany,Israel,0
2001,Germany,Russia,0
2001,Germany,Sweden,0
2001,Germany,Lithuania,0
2001,Germany,Latvia,0
2001,Germany,Croatia,3
2001,Germany,Portugal,0
2001,Germany,Ireland,0
2001,Germany,Spain,0
2001,Germany,France,6
2001,Germany,Turkey,7
2001,Germany,United Kingdom,2
2001,Germany,Slovenia,4
2001,Germany,Poland,5
2001,Germany,Estonia,10
2001,Germany,Malta,1
2001,Germany,Greece,8
2001,Germany,Denmark,12
2001,Greece,Netherlands,0
2001,Greece,Iceland,0
2001,Greece,Bosnia-Herzegovina,0
2001,Greece,Norway,0
2001,Greece,Israel,2
2001,Greece,Russia,5
2001,Greece,Sweden,0
2001,Greece,Lithuania,0
2001,Greece,Latvia,0
2001,Greece,Croatia,7
2001,Greece,Portugal,0
2001,Greece,Ireland,0
2001,Greece,Spain,8
2001,Greece,France,4
2001,Greece,Turkey,10
2001,Greece,United Kingdom,0
2001,Greece,Slovenia,0
2001,Greece,Poland,0
2001,Greece,Germany,1
2001,Greece,Estonia,12
2001,Greece,Malta,3
2001,Greece,Denmark,6
2001,Iceland,Netherlands,0
2001,Iceland,Bosnia-Herzegovina,0
2001,Iceland,Norway,0
2001,Iceland,Israel,0
2001,Iceland,Russia,5
2001,Iceland,Sweden,7
2001,Iceland,Lithuania,1
2001,Iceland,Latvia,0
2001,Iceland,Croatia,0
2001,Iceland,Portugal,0
2001,Iceland,Ireland,0
2001,Iceland,Spain,2
2001,Iceland,France,4
2001,Iceland,Turkey,0
2001,Iceland,United Kingdom,0
2001,Iceland,Slovenia,6
2001,Iceland,Poland,0
2001,Iceland,Germany,0
2001,Iceland,Estonia,10
2001,Iceland,Malta,3
2001,Iceland,Greece,8
2001,Iceland,Denmark,12
2001,Ireland,Netherlands,0
2001,Ireland,Iceland,0
2001,Ireland,Bosnia-Herzegovina,0
2001,Ireland,Norway,0
2001,Ireland,Israel,0
2001,Ireland,Russia,0
2001,Ireland,Sweden,8
2001,Ireland,Lithuania,1
2001,Ireland,Latvia,0
2001,Ireland,Croatia,0
2001,Ireland,Portugal,0
2001,Ireland,Spain,3
2001,Ireland,France,7
2001,Ireland,Turkey,0
2001,Ireland,United Kingdom,4
2001,Ireland,Slovenia,2
2001,Ireland,Poland,0
2001,Ireland,Germany,6
2001,Ireland,Estonia,10
2001,Ireland,Malta,0
2001,Ireland,Greece,5
2001,Ireland,Denmark,12
2001,Israel,Netherlands,5
2001,Israel,Iceland,0
2001,Israel,Bosnia-Herzegovina,0
2001,Israel,Norway,0
2001,Israel,Russia,3
2001,Israel,Sweden,8
2001,Israel,Lithuania,4
2001,Israel,Latvia,0
2001,Israel,Croatia,0
2001,Israel,Portugal,0
2001,Israel,Ireland,0
2001,Israel,Spain,12
2001,Israel,France,2
2001,Israel,Turkey,0
2001,Israel,United Kingdom,0
2001,Israel,Slovenia,1
2001,Israel,Poland,0
2001,Israel,Germany,0
2001,Israel,Estonia,6
2001,Israel,Malta,0
2001,Israel,Greece,10
2001,Israel,Denmark,7
